Zip,Median,Mean,Pop
21841,55731,68129,800
98281,55388,68130,1314
19030,59771,68131,12058
61523,56983,68133,11204
5361,55761,68135,947
50155,57308,68137,255
49852,57042,68140,99
53079,61734,68142,1413
45349,59375,68145,342
55926,57439,68145,855
46382,61148,68146,2108
17545,59062,68147,19092
57010,56405,68151,493
37080,58236,68154,7384
43430,58108,68155,4859
68382,54643,68155,39
27707,51460,68161,42195
72007,60487,68174,6708
78756,49860,68180,7194
59851,47174,68181,197
61013,59531,68182,528
56720,55750,68188,62
56731,55750,68188,108
56755,55750,68188,153
92020,54535,68188,57767
56171,52012,68192,1870
18331,58630,68195,794
56009,52732,68199,1723
68328,60810,68199,477
68415,60810,68199,730
34210,45942,68201,15916
12738,54998,68203,345
54458,60556,68205,124
63010,62635,68208,35439
21727,55176,68212,5497
53951,57137,68221,2601
45889,57782,68223,1224
58733,57500,68224,447
47610,56364,68225,5195
57440,50588,68225,612
59820,54842,68225,1218
78114,55692,68229,20103
45354,62266,68231,718
73003,54814,68232,16601
18302,62575,68233,13015
15006,59172,68244,238
70750,47976,68250,1951
47648,63535,68252,4373
57105,51675,68254,22268
45432,57490,68258,15767
58756,57816,68266,249
61006,60059,68266,1759
72137,46695,68267,2555
71037,59248,68268,19325
13219,59601,68273,15773
31406,51711,68273,33965
56374,60387,68274,9260
23050,55688,68276,598
42266,48374,68276,2590
61880,62156,68279,4183
97026,53574,68298,3594
54443,57781,68300,2137
97023,55954,68302,9562
46031,59333,68307,2161
4062,57302,68309,14901
35456,59804,68310,3759
58239,57479,68310,86
58260,57479,68310,239
58269,57479,68310,266
58281,57479,68310,150
58311,57479,68310,129
58323,57479,68310,65
58355,57479,68310,111
32702,35618,68311,2705
75757,51185,68313,10022
56111,54375,68314,459
96146,68305,68315,1366
78653,56674,68316,16375
13486,58327,68320,885
31052,54412,68320,8652
51347,62526,68322,1431
95457,50341,68322,2893
6268,49247,68324,11481
29485,60385,68324,45057
73756,50650,68327,328
17408,59556,68330,19185
31022,52323,68331,1424
14546,61562,68339,4940
23606,55079,68341,29283
53065,61500,68341,2226
79566,52550,68344,333
76935,51587,68345,1606
35775,33803,68346,636
56282,57950,68347,1680
35754,34193,68351,5362
46180,56623,68352,1028
67108,59322,68353,1696
97405,50779,68359,43675
60940,66638,68363,3369
93402,57769,68367,14318
35490,56726,68368,3857
14424,53453,68369,24767
39532,55754,68372,25452
54934,62529,68373,148
54980,62529,68373,149
77477,55445,68381,35897
23071,49741,68387,1563
11105,54570,68395,42375
21234,59055,68398,68247
27231,64153,68399,2033
85016,43849,68399,33896
92262,43890,68399,26179
75642,59650,68400,229
62546,55738,68404,1630
76022,57595,68407,13212
85023,51116,68409,31274
60922,59492,68410,2459
18222,56366,68415,7170
55056,59780,68416,10822
78729,59267,68418,27108
19609,56854,68421,9472
60638,60046,68423,55026
67448,54547,68428,1374
28107,59279,68431,5564
80478,60949,68432,1606
80452,55122,68433,3097
52054,55771,68434,940
76071,56116,68434,3320
7002,54621,68438,61841
39705,52162,68438,14626
81007,60184,68438,29709
77444,57640,68439,784
82426,53639,68439,2644
92307,57654,68439,37630
55109,53979,68442,30113
80442,60942,68444,2309
45011,61078,68450,55033
80451,60857,68450,753
84006,64464,68451,826
31763,58899,68456,23304
75006,56081,68458,46364
97437,56463,68465,2369
77083,55182,68466,70837
55108,49590,68469,15829
46356,63181,68480,17524
93901,52862,68481,26863
55008,55424,68488,12264
14845,55275,68490,20134
53083,59912,68492,20362
60926,56761,68495,67
61864,62139,68497,1715
4355,62935,68500,2354
45001,51230,68501,679
58773,52997,68507,744
57445,56932,68512,2068
58007,56462,68514,131
61769,59658,68514,619
48640,49204,68515,28957
12550,55352,68517,52212
12719,51122,68521,1076
62530,62587,68523,1532
46383,56989,68524,39687
84405,58551,68524,31348
60445,59633,68526,26057
60924,56818,68527,1635
61606,46409,68527,8051
73026,57241,68530,10017
12070,54988,68531,1477
14842,46922,68532,918
24471,53750,68533,1355
53955,59678,68534,5692
97055,61759,68535,13522
14511,61462,68537,568
47172,60677,68547,16059
46988,52600,68549,823
52325,63328,68554,873
14487,58384,68564,5858
57460,53735,68565,365
33043,56343,68566,4313
7036,56860,68567,40907
30360,52696,68576,14536
54448,60305,68576,4249
13082,57000,68579,4931
33803,45360,68583,27094
96774,68558,68584,342
47468,55523,68586,1250
52215,49698,68588,843
76180,56041,68592,33444
48075,55934,68594,22326
63068,58880,68594,4909
46770,59801,68600,2716
75069,52122,68601,34108
17347,60095,68602,4431
46183,62292,68603,82
50222,57804,68606,498
70458,58665,68612,35077
8215,59052,68616,12495
93277,56692,68618,50607
79098,57070,68623,517
85140,62783,68623,36711
50028,61008,68624,1681
54761,57289,68624,1216
12118,58015,68627,11643
12736,59650,68640,150
12741,59650,68640,304
12767,59650,68640,101
74604,52372,68640,13023
97374,56446,68641,4973
53019,61806,68651,2027
60630,57285,68656,54093
63050,61664,68657,15716
43416,63747,68660,2923
58645,51280,68662,231
59911,50909,68663,6990
66025,62935,68663,7704
1222,47145,68665,821
1257,47145,68665,2223
83344,44106,68666,1128
74136,48471,68667,32164
60090,56433,68676,37633
53137,60917,68677,1702
37830,52633,68681,29700
53035,61076,68681,2406
77835,48933,68688,2351
83454,61054,68690,531
19547,60544,68693,4143
8091,61029,68694,5288
18457,50486,68694,74
49267,54831,68705,4062
46595,65000,68710,163
2889,60122,68714,29615
22654,54554,68719,640
96764,70000,68723,799
96773,70000,68723,210
96780,70000,68723,557
80612,57420,68724,430
20899,55720,68726,9
66071,60797,68727,12360
95361,55161,68728,26854
95110,55259,68729,18730
50127,61318,68743,29
50168,61318,68743,842
32736,54398,68744,9736
77511,56409,68744,46627
29642,57561,68745,29561
16563,60136,68747,368
54742,56246,68749,4459
31909,56878,68751,35177
98229,55157,68755,30321
47396,54550,68756,7030
33953,46211,68760,5522
17011,55467,68762,30455
35091,60206,68767,2719
49259,60420,68770,2820
37062,56455,68774,10745
62035,54205,68775,16494
62642,61286,68775,1440
60120,58390,68777,50955
76637,59572,68778,536
70343,60555,68779,5504
68434,57367,68782,8181
52246,43966,68786,21114
45215,52604,68793,31504
68924,59820,68793,1296
54739,60370,68794,4950
54479,55211,68798,4119
60129,61963,68799,242
60950,63820,68799,12168
49417,56269,68802,27673
97324,57135,68802,1145
18083,63750,68804,488
18085,63750,68804,923
68008,61070,68804,11015
47546,56259,68808,21009
96117,60055,68811,405
75489,58448,68812,993
60481,60869,68819,11851
59833,55092,68826,4909
95977,55393,68829,1678
48312,58472,68831,32128
82422,54148,68834,105
66964,49917,68835,204
66966,49917,68835,624
53011,63743,68837,2260
95223,52354,68839,4491
53536,65067,68843,8503
76372,46001,68845,974
48177,64211,68849,194
97841,48260,68849,393
48436,60746,68850,3655
84626,63047,68850,410
37615,50414,68851,19560
36865,51228,68852,23
53559,62012,68852,6063
21660,60506,68853,3507
60473,60325,68857,22439
15615,50637,68858,359
5464,62244,68861,3008
10703,54745,68861,20903
15055,58962,68863,1252
19054,63029,68864,17614
28804,48941,68864,19110
8865,59278,68865,28974
19074,60373,68867,5985
93436,54839,68867,54017
82836,57182,68869,1073
82838,57182,68869,268
82839,57182,68869,1153
82844,57182,68869,35
54750,57659,68870,1062
44089,54440,68871,16007
17868,55052,68874,981
8007,56053,68876,5368
95665,56178,68880,4426
97824,48278,68882,1462
17372,60741,68888,3683
52322,60184,68888,2436
7205,56931,68893,21736
1085,57598,68897,40392
89410,57552,68898,7165
43432,64296,68900,1284
43458,64296,68900,386
30738,49983,68901,3799
11378,59363,68915,33487
17933,56396,68918,71
17979,56396,68918,192
49885,57350,68918,1991
17111,58890,68920,27395
49770,49850,68920,15702
76023,54337,68920,5832
96747,55865,68920,749
76061,51383,68921,152
58545,64298,68924,3574
58265,52669,68932,630
65085,63929,68936,1240
54467,60525,68940,13635
11096,55026,68941,7976
73650,47971,68944,909
12404,60222,68945,3509
17222,55279,68948,8734
61814,64348,68950,1157
67572,47182,68950,456
39571,49372,68952,14848
98030,56657,68952,33769
43143,46862,68954,5200
58579,57976,68954,1281
84128,65986,68956,27983
21219,59541,68960,9170
62010,56472,68961,11186
89822,65074,68961,2273
67470,57830,68962,456
45806,54687,68968,11198
56686,42105,68970,1083
56711,42105,68970,120
56741,42105,68970,31
61863,62103,68970,814
18444,57644,68974,12760
62262,52350,68975,1810
40503,57392,68977,28003
3448,55170,68978,802
3456,55170,68978,749
12411,59329,68979,571
43010,63454,68982,312
48145,62976,68983,3528
29223,55063,68984,50141
61012,64737,68986,2175
68945,60000,68986,237
46171,68293,68988,1695
67519,49897,68988,193
58530,62308,68989,1310
62556,56368,68989,422
8740,61250,68992,2077
62613,61439,68993,3872
61611,58192,68995,25268
48179,54993,68998,2794
72739,52598,68999,473
33437,55258,69001,35938
85354,56020,69001,6645
98146,53913,69002,25922
58651,51122,69004,516
89506,57615,69006,26305
54669,58395,69007,7619
68832,57864,69007,1837
13346,50724,69009,5791
82933,66500,69012,759
82936,66500,69012,49
82937,66500,69012,3654
82939,66500,69012,1861
80643,64294,69015,3011
33761,55590,69018,18167
23072,56700,69022,11541
57039,52968,69032,3265
99037,59311,69033,12973
33511,58683,69036,52003
54474,60361,69036,4019
92084,55352,69043,47654
45145,59397,69046,11
62223,55262,69051,17560
16053,57036,69053,3763
8353,62472,69058,534
94565,56624,69059,84641
33436,52095,69060,41896
67120,57519,69062,1358
78933,55987,69063,1433
10940,57731,69070,42813
48026,54461,69071,15298
29710,54594,69072,29449
67552,49907,69072,720
51234,55321,69075,1268
51244,55321,69075,79
44070,59495,69076,34115
65254,45357,69077,1810
78251,62010,69077,49435
97018,61411,69077,1572
33762,52956,69080,8499
96716,55789,69081,2823
90248,54554,69089,9947
4274,56585,69091,4854
12732,51416,69092,817
15038,58544,69099,391
29635,46289,69100,1254
57439,57781,69103,52
57474,57781,69103,197
57479,57781,69103,666
3275,58388,69108,11732
90650,61036,69108,105549
76513,52394,69110,34172
54002,60438,69111,6278
93552,59286,69113,38158
72122,56526,69114,927
12743,51428,69117,370
46217,59331,69122,29358
62666,57302,69123,616
64506,51478,69125,24030
93254,46819,69127,811
23665,66745,69129,5120
62467,55676,69131,3741
14886,56815,69132,6607
63089,59711,69135,5965
46732,50687,69139,3169
5761,52391,69142,1000
28720,46307,69142,162
94063,50794,69144,30949
32566,60502,69145,33671
14441,46691,69147,331
25560,60829,69147,7997
46347,61222,69148,4760
56029,52007,69149,805
46030,58480,69151,3308
22656,58513,69153,2381
66070,65226,69155,2661
50666,52110,69159,1027
12472,56997,69160,1552
11210,55001,69162,67349
62519,56856,69162,94
62541,56856,69162,57
62634,56856,69162,821
1510,57957,69165,13261
32009,62643,69165,3325
81330,49196,69166,26
53961,59470,69167,837
30281,60375,69171,66140
78662,52591,69171,2268
88011,57179,69171,17502
77468,51450,69172,131
56020,51815,69173,122
56089,51815,69173,171
44904,61051,69180,13225
18301,53097,69182,23175
12823,56316,69184,201
49333,62543,69196,9628
72136,49466,69197,1772
79118,59044,69197,19726
19977,59178,69203,22984
2169,56647,69210,52278
17110,56921,69210,22283
17340,60068,69216,9668
14480,59568,69219,667
52213,65178,69222,4340
1832,57959,69232,21246
53583,59180,69240,5747
78130,56272,69242,59546
22624,57793,69248,2565
78418,54848,69249,29854
95313,42292,69250,1386
3077,61164,69251,9669
30178,62311,69251,3468
31569,58519,69254,5580
46567,55032,69254,9405
50003,53908,69256,6594
98406,58103,69258,21610
29576,50892,69259,24446
64011,58599,69262,3106
57075,55778,69263,893
1453,57280,69264,41066
32833,60302,69269,9241
61008,57438,69270,34311
78124,60306,69272,5609
83116,57802,69272,728
83121,57802,69272,14
41169,50638,69281,5354
96720,53729,69289,46165
65109,58129,69291,38090
60948,58987,69292,1533
77426,53137,69292,2100
12792,51523,69301,254
30183,54789,69304,5282
44666,60181,69305,2808
95387,53611,69305,636
86004,59893,69307,37338
17302,59212,69308,2896
91201,57343,69311,22781
46919,56342,69312,2390
11550,57385,69315,58967
45030,59006,69317,15891
17550,63292,69326,518
56536,65111,69329,593
33184,57548,69332,21075
78379,56649,69342,1585
98466,55556,69344,26944
8087,57870,69346,20242
77611,59401,69346,8219
5661,55474,69347,5620
17313,56165,69357,10357
53182,61144,69358,9412
29672,56477,69364,11868
96752,60673,69365,3680
96796,60673,69365,1881
99218,57574,69365,15531
7203,57956,69366,21275
13060,65452,69366,2913
7601,57732,69368,42679
18336,49000,69368,3958
46035,60056,69369,1113
7857,59641,69374,2982
75165,59650,69381,37966
4421,47431,69386,1342
4476,47431,69386,1341
57073,58775,69389,711
99025,60963,69390,5232
89316,59420,69392,1084
68861,56341,69393,117
96727,59286,69402,4878
62275,57606,69407,3621
56547,63493,69409,2423
30228,61756,69417,38569
54217,61366,69420,7405
5031,56378,69425,218
5053,56378,69425,332
5065,56378,69425,1064
5067,56378,69425,258
5772,56378,69425,713
66214,58760,69426,11673
39309,50810,69428,609
21220,58867,69430,36814
77577,51515,69430,1368
19951,54232,69442,1733
70563,54521,69447,18502
68349,62378,69452,1110
3227,51866,69455,963
3259,51866,69455,290
3817,51866,69455,462
3883,51866,69455,179
3886,51872,69458,1854
91746,57705,69459,30485
14626,58266,69463,29012
58627,51923,69464,171
17552,58269,69467,14316
12124,56094,69468,627
66047,54374,69470,18268
70712,41421,69470,479
12157,56295,69473,4041
47639,64559,69475,4069
77482,50111,69475,2307
21668,65829,69477,1622
61561,64381,69485,2710
13403,60112,69490,7460
22815,50012,69490,8355
60130,52219,69491,14167
38120,46009,69497,9609
21722,61896,69498,5215
63088,58471,69501,8269
40071,61431,69503,14292
1506,60189,69508,3056
47920,62307,69511,2414
49534,60162,69512,19240
44278,59380,69513,16897
12515,57001,69517,1381
54915,62909,69524,41855
5359,49199,69526,594
46155,54763,69528,103
97060,60353,69529,17978
3266,51840,69530,2072
22738,59114,69530,1149
17922,58337,69533,4256
19076,70087,69536,6652
33445,50866,69537,29754
64439,62248,69538,1642
92806,58040,69538,37173
97067,61156,69539,1897
87419,53246,69541,385
77043,52130,69542,23358
19934,57713,69543,12805
37128,63998,69543,38966
63055,59399,69544,2449
97132,60919,69547,24170
36066,62022,69548,19089
19544,60557,69552,190
19550,60557,69552,703
96142,54415,69554,1037
80215,53032,69561,17843
50626,56049,69562,1804
28387,49109,69579,13026
46149,57917,69583,1890
46165,57917,69583,1498
47025,61348,69584,22932
43140,62633,69587,22061
77430,57738,69587,2283
46741,59487,69588,4647
20745,60379,69593,28245
11436,62297,69595,18291
99903,50389,69595,31
99929,50389,69595,2338
2651,54464,69597,13
17578,58290,69601,7331
77627,58839,69605,21454
52553,50619,69607,1745
62254,56306,69607,6089
53093,63287,69608,1981
54636,63815,69610,13737
57003,60928,69612,1879
89021,61773,69612,2735
26719,54225,69614,2785
51534,62703,69615,9236
34233,53963,69617,16653
78205,25779,69618,1453
12066,57983,69626,2244
68463,62713,69626,1620
58532,53777,69629,322
49428,61725,69630,24920
22841,54521,69631,2791
51030,60142,69631,1737
79363,54485,69634,5369
62015,58406,69635,487
80520,63601,69635,1498
46835,58703,69638,33604
57263,56226,69640,450
58275,58556,69640,779
67016,62264,69640,530
46166,60560,69643,2306
92392,63567,69644,54858
33884,55057,69645,28763
62558,63460,69648,3590
68017,61609,69649,1651
20785,60857,69650,38685
17517,60057,69651,13770
91910,58346,69651,75802
27879,61181,69652,346
32835,58298,69656,39633
45853,59854,69656,1068
98253,56636,69661,1837
12543,67082,69663,3131
54022,57463,69667,22358
8835,54982,69680,10342
62538,51773,69680,378
23487,56382,69681,6298
80537,60602,69682,38821
62219,55875,69683,1009
18067,59483,69686,15556
75234,53294,69687,28794
95076,54034,69688,82474
92704,58595,69696,88123
82944,65518,69698,216
54455,64697,69699,17029
39170,56300,69702,7515
56121,52360,69702,707
12108,44048,69704,480
12139,44048,69704,274
12164,44048,69704,393
13353,44048,69704,151
62031,59181,69708,970
58238,54090,69716,209
19968,54222,69717,9549
55434,64192,69727,27624
45844,61836,69731,3302
77415,48135,69732,46
27541,59994,69737,3340
55069,61266,69738,4359
23510,46579,69739,7031
84340,55387,69740,3369
77018,54445,69741,25563
67521,47506,69743,155
6810,56766,69744,49482
12834,56801,69744,6548
62284,55008,69745,636
78640,63641,69747,42954
70632,63339,69748,371
70643,63339,69748,352
66622,38023,69751,76
71225,53172,69753,7068
54202,52409,69759,1240
78612,57701,69763,11457
56127,52409,69765,450
78234,55375,69777,7126
87015,59424,69780,12311
95634,60606,69788,3232
13073,56656,69793,6322
84005,64778,69793,21410
53128,56345,69797,8947
4349,54204,69799,1056
16727,46278,69799,237
11236,59568,69801,94098
52225,51318,69801,447
54007,61999,69801,1188
75158,57723,69807,4139
59718,57874,69808,16916
11222,54367,69809,40003
44272,64542,69810,4157
98198,59070,69813,34584
44049,56957,69817,263
50219,58525,69817,13939
76039,60122,69819,32925
4284,54239,69824,1078
95633,61035,69825,3349
98639,55345,69828,847
53147,53089,69830,16457
23417,49422,69831,4047
97833,54992,69831,915
44454,48754,69837,1471
19128,57733,69838,36131
21231,49767,69838,15782
35071,57188,69844,15661
12086,58262,69852,1870
53074,59660,69853,12880
82073,51566,69853,72
49666,58839,69854,142
76107,46243,69856,25917
6098,60975,69857,12426
76820,55391,69857,125
53121,60059,69860,19045
44443,48914,69862,1866
57245,56346,69866,126
55052,60868,69869,2091
85387,61439,69871,9573
17356,59869,69878,17716
65742,50800,69881,11367
96748,47886,69883,4503
5448,60979,69886,1134
75206,53391,69890,36248
46528,53690,69894,26104
32033,51131,69896,4118
29414,56919,69897,31883
95635,61880,69898,1262
35475,56083,69900,14507
98684,61316,69900,26968
23664,57335,69902,10194
12722,58125,69905,179
27592,64063,69906,9338
86305,52161,69906,17356
20373,64821,69907,131
40003,57822,69909,1902
84324,55705,69912,701
68413,62217,69921,532
19033,60913,69923,7851
28511,65982,69926,818
28577,65982,69926,461
8733,62184,69929,2962
13744,57534,69929,1191
60016,59141,69930,59690
98203,60383,69930,34354
43462,56721,69932,1284
14080,63094,69934,4493
35117,57396,69934,5367
7060,56605,69935,43336
70737,57897,69935,38643
12087,57747,69936,1025
33625,58402,69939,24645
53563,62851,69940,10728
56554,53495,69942,2511
68455,62586,69946,728
63357,59427,69956,5534
76108,59206,69956,38227
76950,55959,69957,4180
17319,63606,69962,9431
49621,51177,69962,2867
80649,59847,69963,299
97011,62216,69964,571
89120,58036,69965,21533
76058,53794,69966,17123
45876,62386,69969,754
95385,53201,69973,429
49403,57000,69978,2640
81006,53631,69981,11513
14055,54056,69986,1640
77449,61155,69987,94382
87113,56916,69989,7250
70431,55703,69994,5000
64017,58023,69996,464
17569,61338,69997,5020
93244,50384,70007,534
60918,59463,70017,898
53561,56165,70022,1618
47160,56221,70025,93
18426,53799,70027,3744
60070,56534,70027,16001
18335,69836,70031,308
48183,58553,70036,41380
24064,62007,70039,4963
80543,61800,70041,5887
98239,60957,70041,6646
97486,59550,70043,826
22709,59574,70046,874
22715,59574,70046,1082
22730,59574,70046,115
22731,59574,70046,139
22732,59574,70046,191
22948,59574,70046,305
22989,59574,70046,112
78963,54396,70047,909
81427,58393,70058,1124
30084,56903,70059,35921
54484,57694,70060,4984
94589,61961,70062,29870
95336,58811,70062,42675
11415,55983,70069,19423
7062,55273,70074,12911
68460,52951,70078,925
95340,51764,70079,33931
35761,52003,70081,11630
53038,61825,70082,4013
5342,51123,70084,581
14131,56257,70089,5277
81432,58435,70089,2682
22652,61908,70091,1399
46157,59530,70092,3639
52241,55324,70095,18911
53057,63325,70100,1928
62244,62060,70103,1156
6450,57812,70105,36493
32571,59658,70106,28881
53544,64709,70108,800
82301,59157,70108,9584
46931,49833,70112,188
68347,62511,70118,2205
5821,58841,70127,1269
77461,57694,70127,10679
45150,58964,70129,30179
76943,50584,70129,3693
15347,55648,70131,439
30650,41921,70135,11708
34607,47602,70135,8133
79837,49842,70135,587
70435,54597,70138,16368
29470,55981,70142,4232
49270,61042,70143,5897
15088,57188,70145,568
7074,53500,70149,2749
76272,60276,70149,4745
27284,58144,70150,41409
95317,47077,70151,817
30184,59372,70152,6847
32953,55261,70154,22754
12546,57569,70155,3005
1083,55030,70156,2887
1092,55030,70156,1215
55079,66595,70160,6766
44039,64296,70163,22422
85143,62926,70168,35015
44644,47974,70169,5059
57018,58633,70170,1372
57041,58633,70170,97
90602,56572,70170,25777
98371,58921,70177,20468
64444,63826,70179,1340
67134,54855,70181,420
46991,60335,70182,1797
79942,50653,70186,2
48003,60056,70189,5575
53080,56627,70195,5715
53144,55406,70197,27256
61738,60161,70204,4212
68810,58321,70205,1123
5736,53468,70206,684
90701,57404,70206,16591
19362,60127,70207,5300
16033,60189,70208,6242
65039,63487,70209,2328
97017,59941,70210,2935
37663,55949,70211,14617
55957,55578,70212,744
53507,64418,70213,2196
79423,56550,70214,32178
68367,54309,70215,555
72908,50960,70219,13378
80427,58036,70220,822
99508,56889,70221,35857
97049,59814,70222,1943
12486,54844,70223,1663
54003,64423,70223,1013
97213,59038,70226,29007
33566,52825,70227,19522
60961,65928,70229,700
78633,58823,70231,15709
52739,64093,70233,745
18249,55302,70238,3788
53582,64372,70240,1079
15057,56854,70243,11905
98682,61316,70244,52893
4069,65117,70252,1435
4260,65117,70252,4816
43011,65899,70255,6247
57465,47088,70256,371
71111,58131,70256,38456
60714,53791,70257,29931
1368,61950,70261,1256
50482,51855,70262,774
53070,62763,70262,4713
95010,54187,70266,9137
6770,59494,70268,31975
1436,66138,70269,3097
1438,66138,70269,413
1468,66138,70269,3134
65619,61533,70269,7393
45869,60525,70270,4626
61875,59621,70271,761
16002,58790,70276,16441
52348,50122,70284,51
55354,61628,70294,2276
62258,62233,70296,9199
79706,58196,70296,19571
94703,56878,70297,19846
64492,57734,70302,1782
87415,60823,70302,1627
3748,61496,70303,4747
56003,61068,70303,12771
19078,60016,70310,11417
21837,58266,70313,2404
21861,58266,70313,752
58566,62112,70315,178
52336,58455,70319,2363
21624,49538,70320,122
21647,49538,70320,333
21665,49538,70320,251
21671,49538,70320,826
21676,49538,70320,355
84028,54737,70322,824
84038,54737,70322,347
84064,54737,70322,692
84086,54737,70322,401
48059,53832,70326,14652
97304,58354,70327,20028
48393,61456,70328,16160
23149,56607,70331,3190
18602,55353,70332,284
49323,64942,70337,7832
92840,62196,70338,54083
3575,60741,70341,59
3583,60741,70341,1005
3593,60741,70341,338
3595,60741,70341,600
15642,63181,70341,43910
35127,65992,70345,10099
25430,57323,70347,8112
77474,58260,70349,12782
64077,58279,70352,1940
60465,58237,70353,17495
37803,54464,70355,31668
76084,59396,70355,8327
61533,57859,70357,2427
94134,58244,70357,40001
96750,53902,70359,3793
48816,63899,70365,109
55353,60303,70365,2981
15146,58279,70367,29469
73020,62707,70367,17526
17309,64693,70369,2095
52728,60266,70371,1110
84403,57419,70376,36582
33777,52277,70382,17140
96128,61661,70389,752
80653,57106,70390,791
81624,56667,70399,1537
81643,56667,70399,793
81646,56667,70399,184
64018,64052,70402,890
64163,64052,70402,689
64164,64052,70402,302
49871,59093,70403,508
67518,47797,70414,69
97013,59428,70414,19667
61856,57820,70415,7433
93101,52843,70415,31683
89145,61560,70417,22836
18322,51964,70420,2533
99714,67932,70420,1385
78747,56943,70423,14808
17364,63972,70425,3766
50223,56923,70426,480
70575,54353,70427,55
92567,60541,70427,9459
2576,62034,70428,3213
49282,66339,70430,438
47420,51547,70432,135
47451,51547,70432,1228
40291,62665,70433,35427
75442,57040,70434,8858
47720,61152,70435,17413
28739,52059,70440,17830
68152,55701,70444,6268
12501,46316,70449,2234
15076,62215,70453,789
58504,54808,70454,22651
84055,70021,70458,1406
97002,60636,70458,5338
59105,59035,70464,23349
80622,57520,70469,268
28594,59483,70472,3489
50032,62925,70479,399
15129,63404,70484,11634
17508,56542,70486,422
18014,62497,70486,11326
94544,62281,70490,73026
14143,61088,70491,1190
61263,64549,70493,530
61276,64549,70493,138
33040,52705,70497,32871
3218,65727,70499,918
44442,49017,70500,3438
1606,57646,70503,19516
39145,58393,70504,5080
55382,59666,70504,3478
59730,58008,70505,1455
46393,68456,70509,399
76082,53841,70513,17748
53063,61245,70518,1552
57016,56546,70518,693
61281,64445,70519,2597
97327,57422,70524,2695
88242,59582,70530,4999
74131,55066,70534,3215
61079,62148,70535,188
54417,64602,70537,46
73120,49560,70537,35661
78623,66661,70540,813
53013,62761,70542,3308
64119,60217,70542,27341
84536,45541,70545,1454
30013,61040,70547,25183
12150,56042,70548,759
28056,57446,70548,28208
1970,57313,70552,40268
56332,56458,70556,1315
85715,57098,70557,17702
60135,65261,70558,7248
5778,57752,70563,733
61024,62166,70564,2620
1050,62097,70566,2380
95363,58001,70568,25237
93546,57254,70569,9567
97006,60472,70570,50792
35175,46775,70572,5041
77905,55344,70579,13981
37153,66388,70581,5520
32830,61087,70582,26
92868,60389,70584,25404
14132,62959,70586,5900
32837,60997,70590,51219
12871,58494,70599,3627
62221,59918,70605,27858
28747,37955,70606,2031
97215,56872,70607,16612
48063,62685,70613,4616
97837,55481,70616,124
97884,55481,70616,233
59716,52595,70617,864
45883,62644,70618,3741
53036,65780,70618,2720
99361,57663,70621,1902
12592,45834,70624,1286
28605,40912,70625,3435
70552,57563,70626,1819
53406,57039,70632,25845
21829,54197,70633,457
58105,24750,70633,1762
95640,59612,70634,11353
35634,48742,70640,9711
46791,59423,70640,918
6010,59700,70651,60448
61051,56718,70658,1574
99611,60548,70660,15122
98683,58304,70671,30832
77302,58943,70673,18118
43126,61002,70675,336
34236,42185,70676,8139
1432,55863,70682,7008
21541,50908,70684,1256
76118,61032,70685,13866
19958,54453,70688,19650
60416,65453,70689,9397
92504,55544,70694,53778
81630,56645,70695,979
3855,60625,70704,2216
1226,57505,70710,7099
12144,59477,70710,18277
45002,55589,70730,11540
77534,54838,70733,2863
17018,63429,70734,4271
53960,59216,70734,3268
38632,59810,70736,16030
19975,57779,70739,8253
1229,55096,70740,129
1262,55096,70740,1357
55936,59741,70741,1689
55967,59741,70741,845
70774,61660,70741,10076
82929,57196,70741,70
82934,57196,70741,185
3225,65804,70742,2991
56251,59628,70746,1027
65230,45451,70751,703
32095,58494,70753,7302
45103,58644,70753,26298
28673,58432,70758,4356
53228,58360,70764,14369
68409,63218,70765,833
92561,54209,70765,1661
33967,58254,70771,22799
10302,59919,70774,16580
28461,52957,70776,9095
32713,58094,70776,19491
14624,62452,70777,37935
98446,62298,70780,10173
46140,58730,70785,38543
82730,52431,70787,1566
46950,55177,70791,643
3048,63151,70795,3333
98403,51479,70795,7713
66027,66625,70805,5742
68316,53496,70808,553
12174,53264,70809,358
97028,59386,70814,252
65010,64167,70818,5704
92139,60023,70818,35125
66449,53056,70820,846
66531,53056,70820,1380
66554,53056,70820,567
32569,55452,70823,11235
20011,53221,70826,58536
20903,58165,70832,20997
27545,64002,70834,15560
3230,62943,70846,1138
3243,62943,70846,991
3287,62943,70846,1076
28027,61136,70847,38445
60917,67487,70855,574
44010,63436,70862,1693
71201,49410,70864,20319
65065,49336,70868,6414
67055,64009,70871,71
7032,60861,70872,40512
45433,56444,70872,3497
19020,61503,70877,53558
10980,66696,70879,9534
1535,57196,70880,4703
40324,62459,70884,41342
76904,55927,70888,32716
44804,56483,70897,1219
47990,61664,70899,1627
60914,58804,70899,29107
16133,53039,70904,1519
58477,54926,70907,152
58494,54926,70907,366
99208,58998,70909,49193
18420,61538,70911,29
48164,58326,70914,7942
60141,48148,70914,224
45729,52653,70921,1286
50212,56959,70923,3131
69143,62302,70924,1517
48182,63819,70928,20144
97530,51417,70929,6511
58441,50852,70930,443
79908,67148,70938,3673
50047,61035,70939,5559
55032,62458,70941,3166
17406,58897,70942,18953
61571,59237,70942,23744
28730,53611,70943,8087
5468,66199,70944,12942
67209,62568,70944,13654
89523,60569,70948,21107
